ID;HTS;TAMHOGAR;INGFAM;SEXO;AUTLIC;HORA;ORIGEN;DESTINO;JEFEHOGAR;NUMAUTO;NUMEST;NUMTRAB;LICTOT;CANTALT;ELECCION;TV1;TV2;TV3;TV4;TV5;TV6;TV7;TV8;TV9;TV6A;TV6M;TV7A;TV7M;TV8T;TV8M;TV9B;TV9M;TC1;TC2;TC3;TC4;TC5;TC6;TC7;TC8;TC9;TE3;TE4;TE5;TE6;TE7;TE8;TE9;CT1;CT2;CT3;CT4;CT5;CT6;CT7;CT8;CT9;DISP1;DISP2;DISP3;DISP4;DISP5;DISP6;DISP7;DISP8;DISP9
1;44;4;28;1;0;755;303;513;1;0;2;1;1;2;5;0;0;6.08;0;8.68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.97;0;6.97;0;0;0;0;2.3;0;0.2;0;0;0;0;0;0;2.72;0;1.36;0;0;0;0;0;0;1;0;1;0;0;0;0
2;44;5;150;0;0.33;810;311;27;0;1;3;2;3;5;4;12.4;12.4;10.68;11.7;23.32;0;0;0;0;0;0;0;0;0;0;0;0;3.6;3.6;5.77;6;5.77;0;0;0;0;0.4;1.3;0.5;0;0;0;0;2.89;0.44;2.04;0.44;0.68;0;0;0;0;1;1;1;1;1;0;0;0;0
3;40;3;28;1;0;745;304;113;1;0;0;1;0;2;4;0;0;0;6.2;5.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.88;5.52;0;0;0;0;0;3.2;0.1;0;0;0;0;0;0;0;0.85;1.36;0;0;0;0;0;0;0;1;1;0;0;0;0
4;50;3;17.5;1;0;750;506;113;1;0;0;1;0;3;5;0;0;7.77;6.2;6.37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.37;7.68;5.88;0;0;0;0;2.3;3.2;0.1;0;0;0;0;0;0;2.72;0.85;1.36;0;0;0;0;0;0;1;1;1;0;0;0;0
5;44;7;150;1;0.5;800;712;27;1;2;3;2;4;5;4;14.62;14.62;11.77;12.8;25.65;0;0;0;0;0;0;0;0;0;0;0;0;3.6;3.6;7.8;14.77;7.8;0;0;0;0;0.4;1.3;0.5;0;0;0;0;2.72;0.51;2.04;0.44;0.68;0;0;0;0;1;1;1;1;1;0;0;0;0
6;50;3;17.5;1;0;750;506;113;1;0;0;1;0;3;5;0;0;7.77;6.2;6.37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.37;7.68;5.88;0;0;0;0;2.3;3.2;0.1;0;0;0;0;0;0;2.72;0.85;1.36;0;0;0;0;0;0;1;1;1;0;0;0;0
7;45;3;28;1;0;750;319;511;1;0;1;1;0;3;5;0;0;11.7;0;16.68;0;0;12.18;0;0;0;0;0;3.68;8.5;0;0;0;0;13.43;0;13.43;0;0;10.57;0;2.3;0;0.2;0;0;5.5;0;0;0;2.72;0;1.36;0;0;2.21;0;0;0;1;0;1;0;0;1;0
8;44;6;140;1;0.75;825;322;702;1;3;4;1;4;8;6;19.17;19.17;16.17;0;31.58;19.18;31.57;17.73;21.47;6.38;12.8;18.77;12.8;4.93;12.8;8.67;12.8;3.6;3.6;6.23;0;6.23;3.6;3.6;7.68;7.68;1;0;0.4;1.3;1.3;2.3;1.6;3.5;0.71;1.36;0;0.34;4.32;0.48;2.48;1.19;1;1;1;0;1;1;1;1;1
9;44;2;60;0;1;800;502;27;1;1;0;1;1;4;1;9.58;9.58;9.77;0;20.43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.32;0;1.32;0;0;0;0;0.5;0;0.6;0;0;0;0;0.41;0.2;1.7;0;0.34;0;0;0;0;1;1;1;0;1;0;0;0;0
10;44;2;60;0;1;800;502;27;1;1;0;1;1;4;1;9.58;9.58;9.77;0;20.43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.32;0;1.32;0;0;0;0;0.5;0;0.6;0;0;0;0;0.41;0.2;1.7;0;0.34;0;0;0;0;1;1;1;0;1;0;0;0;0
11;44;5;130;1;0.6;735;120;702;1;3;0;3;5;7;7;15.22;15.22;15.68;0;0;18.38;19.28;18.7;21.83;5.58;12.8;6.48;12.8;5.9;12.8;9.03;12.8;3.6;3.6;1.92;0;0;3.6;2.63;3.37;3.37;0.6;0;0;1.3;1.3;1.9;2.9;4.05;1.19;1.36;0;0;1.94;0.48;1.63;1.12;1;1;1;0;0;1;1;1;1
12;44;3;17;1;0;750;504;117;1;0;0;1;0;2;4;0;0;0;7.3;9.48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.03;9.83;0;0;0;0;0;3.2;0.2;0;0;0;0;0;0;0;0.85;1.36;0;0;0;0;0;0;0;1;1;0;0;0;0
13;44;3;17;1;0;750;504;117;1;0;0;1;0;2;4;0;0;0;7.3;9.48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.03;9.83;0;0;0;0;0;3.2;0.2;0;0;0;0;0;0;0;0.85;1.36;0;0;0;0;0;0;0;1;1;0;0;0;0
14;48;6;63;1;0.5;710;413;702;1;1;4;1;2;8;5;13.73;13.73;15.13;0;17.98;17.28;18.05;18.5;22.6;4.48;12.8;5.25;12.8;5.7;12.8;9.8;12.8;2.4;2.4;2.4;0;2.4;2.63;2.63;3.23;3.23;0.8;0;1.8;1.3;1.3;2.08;2;5.78;0.85;1.7;0;0.61;4.39;0.48;1.46;1.12;1;1;1;0;1;1;1;1;1
15;45;2;29;0;0;800;318;117;1;0;1;1;0;2;4;0;0;0;8.5;11.32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.08;9.23;0;0;0;0;0;3.2;0.2;0;0;0;0;0;0;0;0.85;1.36;0;0;0;0;0;0;0;1;1;0;0;0;0
16;44;5;140;1;1;740;127;702;1;2;2;2;2;4;1;12.8;12.8;0;0;0;17.12;19.42;0;0;4.32;12.8;6.62;12.8;0;0;0;0;0;0;0;0;0;3.6;3.6;0;0;0;0;0;1.3;1.3;0;0;3.3;0.78;0;0;0;1.67;0.48;0;0;1;1;0;0;0;1;1;0;0
17;40;5;115;1;0.5;750;414;511;1;1;2;2;2;7;5;16.6;16.92;0;0;19.88;16.13;39.3;16.12;18.03;4.23;11.9;27.4;11.9;4.22;11.9;6.13;11.9;2.4;0;0;0;10.8;5.4;4.57;6;6;0;0;0.7;3.2;3.2;5.5;3.5;5.27;2.18;0;0;1.36;2.04;0.88;2.21;2.21;1;1;0;0;1;1;1;1;1
18;40;5;115;1;0.5;750;414;511;1;1;2;2;2;7;5;16.6;16.92;0;0;19.88;16.13;39.3;16.12;18.03;4.23;11.9;27.4;11.9;4.22;11.9;6.13;11.9;2.4;0;0;0;10.8;5.4;4.57;6;6;0;0;0.7;3.2;3.2;5.5;3.5;5.27;2.18;0;0;1.36;2.04;0.88;2.21;2.21;1;1;0;0;1;1;1;1;1
19;55;3;32;1;0;800;409;512;1;0;0;1;1;2;5;0;0;0;0;34.25;0;0;22.53;0;0;0;0;0;9.83;12.7;0;0;0;0;0;0;6.23;0;0;6.37;0;0;0;3;0;0;3.8;0;0;0;0;0;1.36;0;0;2.21;0;0;0;0;0;1;0;0;1;0
20;40;5;200;0;1;755;318;511;0;2;1;2;2;5;8;0;10.42;0;0;11.02;0;14.4;9.4;9.58;0;0;5.9;8.5;0.9;8.5;1.08;8.5;0;0;0;0;6.23;0;4.68;5.52;5.52;0;0;0.2;0;3.2;3.8;3.4;0;1.12;0;0;1.36;0;0.75;1.77;2.11;0;1;0;0;1;0;1;1;1
21;44;4;140;1;0.66;750;322;702;1;2;2;2;3;8;6;18.33;18.33;16.53;0;33.28;18.28;22.07;17.1;20.5;5.48;12.8;9.27;12.8;4.3;12.8;7.7;12.8;3.6;3.6;4.2;0;4.2;3.6;3.6;5.63;5.63;1;0;0.4;1.3;1.3;2.3;1.6;4.52;0.58;2.04;0;0.68;4.22;0.48;1.46;1.12;1;1;1;0;1;1;1;1;1
22;40;5;200;0;1;755;318;511;0;2;1;2;2;5;8;0;10.42;0;0;11.02;0;14.4;9.4;9.58;0;0;5.9;8.5;0.9;8.5;1.08;8.5;0;0;0;0;6.23;0;4.68;5.52;5.52;0;0;0.2;0;3.2;3.8;3.4;0;1.12;0;0;1.36;0;0.75;1.77;2.11;0;1;0;0;1;0;1;1;1
23;48;2;70;1;0.5;750;413;702;1;1;0;1;2;8;9;17.68;17.68;21.92;0;31.87;17.77;24.3;18.5;22.6;4.97;12.8;11.5;12.8;5.7;12.8;9.8;12.8;3.6;3.6;6.3;0;6.3;3.6;3.6;7.73;7.73;0.8;0;1.8;1.3;1.3;2.08;2;4.25;0.75;1.7;0;0.68;1.63;0.48;1.46;1.12;1;1;1;0;1;1;1;1;1
24;48;2;70;1;0.5;750;413;702;1;1;0;1;2;8;9;17.68;17.68;21.92;0;31.87;17.77;24.3;18.5;22.6;4.97;12.8;11.5;12.8;5.7;12.8;9.8;12.8;3.6;3.6;6.3;0;6.3;3.6;3.6;7.73;7.73;0.8;0;1.8;1.3;1.3;2.08;2;4.25;0.75;1.7;0;0.68;1.63;0.48;1.46;1.12;1;1;1;0;1;1;1;1;1
25;40;9;60;1;0;810;314;120;0;0;6;3;2;2;4;0;0;0;7.7;10.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.63;5.03;0;0;0;0;0;2;0.2;0;0;0;0;0;0;0;0.37;1.36;0;0;0;0;0;0;0;1;1;0;0;0;0
26;50;5;38;0;0;745;502;121;1;0;0;2;0;2;4;0;0;0;12.3;17.32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.83;7.2;0;0;0;0;0;3.2;3.5;0;0;0;0;0;0;0;0.85;1.36;0;0;0;0;0;0;0;1;1;0;0;0;0
27;44;3;60;1;1;810;404;702;1;1;1;1;1;7;9;7.72;7.72;8.68;0;16.03;0;9.25;6.7;6.6;0;0;5.35;3.9;2.8;3.9;2.7;3.9;2.4;2.4;2.77;0;2.77;0;3.6;4.2;4.2;0.8;0;0.9;0;1.3;2.08;2.4;3.33;0.31;2.04;0;0.68;0;0.44;1.12;1.12;1;1;1;0;1;0;1;1;1
28;45;8;90;0;0;740;318;117;0;0;3;2;0;2;4;0;0;0;10.2;11.73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;10.08;0;0;0;0;0;3.2;0.2;0;0;0;0;0;0;0;0.85;1.36;0;0;0;0;0;0;0;1;1;0;0;0;0
29;44;3;60;1;1;810;404;702;1;1;1;1;1;7;9;7.72;7.72;8.68;0;16.03;0;9.25;6.7;6.6;0;0;5.35;3.9;2.8;3.9;2.7;3.9;2.4;2.4;2.77;0;2.77;0;3.6;4.2;4.2;0.8;0;0.9;0;1.3;2.08;2.4;3.33;0.31;2.04;0;0.68;0;0.44;1.12;1.12;1;1;1;0;1;0;1;1;1
30;44;2;67;1;1;810;305;700;1;1;0;1;1;5;4;4.08;4.08;9.6;7.6;19.25;0;0;0;0;0;0;0;0;0;0;0;0;9;9;12.12;15.72;12.12;0;0;0;0;0.3;1.3;0.2;0;0;0;0;0.41;0.2;2.04;0.44;0.68;0;0;0;0;1;1;1;1;1;0;0;0;0
31;44;2;67;1;1;810;305;700;1;1;0;1;1;5;4;4.08;4.08;9.6;7.6;19.25;0;0;0;0;0;0;0;0;0;0;0;0;9;9;12.12;15.72;12.12;0;0;0;0;0.3;1.3;0.2;0;0;0;0;0.41;0.2;2.04;0.44;0.68;0;0;0;0;1;1;1;1;1;0;0;0;0
32;50;5;115;1;1;745;500;110;1;1;3;2;1;3;4;14.57;0;0;12.7;16.95;0;0;0;0;0;0;0;0;0;0;0;0;5.4;0;0;14.4;4.8;0;0;0;0;0;3.2;0.5;0;0;0;0;4.96;0;0;0.85;1.36;0;0;0;0;1;0;0;1;1;0;0;0;0
33;44;2;62;1;1;805;406;700;1;1;0;1;1;4;4;0;12.02;15.65;11.5;24.12;0;0;0;0;0;0;0;0;0;0;0;0;0;11.77;10.8;14.17;10.8;0;0;0;0;0.8;1.3;0.9;0;0;0;0;0;0.44;2.04;0.44;0.68;0;0;0;0;0;1;1;1;1;0;0;0;0
34;44;4;65;1;0.5;805;417;702;1;1;2;1;2;8;3;14.32;14.32;17.98;0;27.02;13.75;17.35;13.4;13.7;9.85;3.9;13.45;3.9;9.5;3.9;9.8;3.9;11.77;11.77;9.72;0;9.72;7.92;7.92;10.32;10.32;0.8;0;0.9;1.3;1.3;2.08;2;2.48;0.41;2.04;0;0.68;1.56;0.48;2.48;1.12;1;1;1;0;1;1;1;1;1
35;44;3;33;1;0;800;411;104;1;0;0;1;1;3;5;0;0;18.85;12.7;18.47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.32;26.77;7.32;0;0;0;0;1.3;3.2;0.5;0;0;0;0;0;0;2.72;0.85;1.36;0;0;0;0;0;0;1;1;1;0;0;0;0
36;50;4;65;1;0.5;805;114;701;0;1;2;2;2;6;8;14.67;14.67;19;0;0;19.63;27.75;17.97;0;5.63;14;13.75;14;3.97;14;0;0;11.77;11.77;8.88;0;0;7.2;7.2;8.4;0;0.6;0;0;1.3;1.3;1.9;0;2.79;0.54;2.04;0;0;1.46;0.44;1.12;0;1;1;1;0;0;1;1;1;0
37;44;4;140;1;1;750;314;701;1;2;2;2;2;8;9;14.33;14.33;15.87;0;33.28;14.9;16.82;15;16.8;2;12.9;3.92;12.9;1;14;2.8;14;11.77;11.77;8.22;0;8.22;7.2;7.2;7.73;7.73;0.4;0;0.7;1.3;1.3;1.7;1.5;2.92;0.61;2.04;0;0.68;1.33;0.44;1.46;1.12;1;1;1;0;1;1;1;1;1
38;44;4;140;1;1;750;314;701;1;2;2;2;2;8;9;14.33;14.33;15.87;0;33.28;14.9;16.82;15;16.8;2;12.9;3.92;12.9;1;14;2.8;14;11.77;11.77;8.22;0;8.22;7.2;7.2;7.73;7.73;0.4;0;0.7;1.3;1.3;1.7;1.5;2.92;0.61;2.04;0;0.68;1.33;0.44;1.46;1.12;1;1;1;0;1;1;1;1;1
39;50;5;87;1;1;750;307;104;1;1;2;2;1;3;5;8.97;0;0;6.2;8.58;0;0;0;0;0;0;0;0;0;0;0;0;5.4;0;0;15.37;5.52;0;0;0;0;0;3.2;0.1;0;0;0;0;3.64;0;0;0.85;1.36;0;0;0;0;1;0;0;1;1;0;0;0;0
40;44;4;65;0;0.5;745;315;701;0;1;2;2;2;7;9;0;14.82;16.87;0;35.93;16.38;18.23;16;18.9;2.38;14;4.23;14;2;14;4.9;14;0;11.77;8.17;0;8.17;7.2;7.2;7.68;7.68;0.4;0;0.7;1.3;1.3;1.7;1.5;0;0.54;2.04;0;0.68;1.33;0.44;1.46;1.12;0;1;1;0;1;1;1;1;1
41;40;5;80;0;1;745;314;512;0;1;1;2;1;3;4;0;0;0;9.3;12.27;0;16.22;0;0;0;0;8.12;8.1;0;0;0;0;0;0;0;18.97;7.92;0;11.52;0;0;0;3.2;0.2;0;3.2;0;0;0;0;0;0.85;1.36;0;0.85;0;0;0;0;0;1;1;0;1;0;0
42;44;4;53;1;0.5;750;511;701;1;1;2;1;2;8;5;23.38;23.38;19.15;0;35.32;20.07;28.17;18.55;21.82;6.07;14;14.17;14;4.55;14;7.82;14;11.77;11.77;9.83;0;9.83;7.2;7.2;9.37;9.37;0.5;0;1.6;1.3;1.3;1.8;1.8;2.75;0.54;2.04;0;0.68;1.53;0.48;1.46;1.12;1;1;1;0;1;1;1;1;1
43;40;5;80;0;1;745;314;512;0;1;1;2;1;3;4;0;0;0;9.3;12.27;0;16.22;0;0;0;0;8.12;8.1;0;0;0;0;0;0;0;18.97;7.92;0;11.52;0;0;0;3.2;0.2;0;3.2;0;0;0;0;0;0.85;1.36;0;0.85;0;0;0;0;0;1;1;0;1;0;0
44;45;4;180;0;1;810;512;700;0;4;0;2;4;6;1;19.3;19.3;17.28;0;32.37;19.67;23.58;0;0;4.57;15.1;8.48;15.1;0;0;0;0;8.4;8.4;7.92;0;7.92;5.03;5.03;0;0;0.5;0;0.9;1.3;1.3;0;0;0.99;0.51;2.04;0;0.68;1.12;0.44;0;0;1;1;1;0;1;1;1;0;0
45;44;5;40;0;0;800;319;512;1;0;2;2;0;3;5;0;0;15.92;0;22.92;0;0;12.73;0;0;0;0;0;3.43;9.3;0;0;0;0;6.72;0;6.72;0;0;15.23;0;2.3;0;0.2;0;0;5.5;0;0;0;2.72;0;1.36;0;0;2.21;0;0;0;1;0;1;0;0;1;0
46;45;4;80;1;0.5;810;409;701;0;2;2;2;4;7;7;15.57;15.57;19.22;0;28.88;15.27;18.98;0;16.8;4.87;10.4;8.58;10.4;0;0;2.8;14;11.77;11.77;7.8;0;7.8;7.2;7.2;0;9.23;0.8;0;0.9;1.3;1.3;0;1.7;2.96;0.65;1.36;0;0.68;1.53;0.48;0;1.19;1;1;1;0;1;1;1;0;1
47;40;2;36;0;0;730;316;512;1;0;0;1;0;3;5;0;0;0;0;16.22;0;0;13;13.6;0;0;0;0;4.9;8.1;5.5;8.1;0;0;0;0;4.13;0;0;12.53;12.53;0;0;1.1;0;0;5.5;5;0;0;0;0;1.36;0;0;2.21;2.21;0;0;0;0;1;0;0;1;1
48;40;4;200;1;1;815;511;701;0;4;0;3;4;8;6;20.23;20.23;18.1;0;33.33;18.33;24.03;17.62;19.48;4.33;14;10.03;14;3.62;14;5.48;14;11.77;11.77;8.88;0;8.88;7.2;7.2;8.4;8.4;0.5;0;0.6;1.3;1.3;1.8;1.8;2.52;0.41;2.04;0;0.68;1.36;0.44;1.8;1.12;1;1;1;0;1;1;1;1;1
49;40;2;47;1;1;755;504;101;1;1;0;1;1;3;4;10.88;0;0;8.1;11.22;0;0;0;0;0;0;0;0;0;0;0;0;5.4;0;0;14.4;6.97;0;0;0;0;0;3.2;0.2;0;0;0;0;3.23;0;0;0.85;1.36;0;0;0;0;1;0;0;1;1;0;0;0;0
50;40;4;200;1;1;815;511;701;0;4;0;3;4;8;6;20.23;20.23;18.1;0;33.33;18.33;24.03;17.62;19.48;4.33;14;10.03;14;3.62;14;5.48;14;11.77;11.77;8.88;0;8.88;7.2;7.2;8.4;8.4;0.5;0;0.6;1.3;1.3;1.8;1.8;2.52;0.41;2.04;0;0.68;1.36;0.44;1.8;1.12;1;1;1;0;1;1;1;1;1
51;45;4;50;1;0.5;750;320;701;1;1;3;1;2;8;5;17.53;17.53;20.92;0;43.32;21.2;29.17;20.33;24.27;7.2;14;15.17;14;6.33;14;10.27;14;11.77;11.77;8.22;0;8.22;7.2;7.2;7.73;7.73;0.6;0;0.7;1.3;1.3;1.9;1.9;3.54;0.92;2.04;0;0.78;1.84;0.48;1.46;1.05;1;1;1;0;1;1;1;1;1
52;45;4;50;1;0.5;750;320;701;1;1;3;1;2;8;5;17.53;17.53;20.92;0;43.32;21.2;29.17;20.33;24.27;7.2;14;15.17;14;6.33;14;10.27;14;11.77;11.77;8.22;0;8.22;7.2;7.2;7.73;7.73;0.6;0;0.7;1.3;1.3;1.9;1.9;3.54;0.92;2.04;0;0.78;1.84;0.48;1.46;1.05;1;1;1;0;1;1;1;1;1
53;45;3;160;0;1;810;417;700;0;1;1;2;1;3;4;0;0;19.48;12.9;29.43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.83;17.52;9.83;0;0;0;0;0.8;1.3;0.9;0;0;0;0;0;0;2.04;0.44;0.68;0;0;0;0;0;0;1;1;1;0;0;0;0
54;44;6;100;1;0;730;411;512;1;0;3;2;0;3;5;0;0;0;0;18.77;0;0;15.4;15.87;0;0;0;0;2.7;12.7;3.17;12.7;0;0;0;0;9.72;0;0;12.12;12.12;0;0;0.5;0;0;5.5;3.4;0;0;0;0;1.36;0;0;2.21;2.21;0;0;0;0;1;0;0;1;1
55;48;5;20;1;0;800;312;512;1;0;2;1;0;3;5;0;0;0;0;15.33;0;0;11.1;12.98;0;0;0;0;3.9;7.2;5.78;7.2;0;0;0;0;11.03;0;0;15.97;19.43;0;0;2.7;0;0;5.5;5.9;0;0;0;0;1.36;0;0;2.21;2.21;0;0;0;0;1;0;0;1;1
56;45;1;60;1;1;805;712;31;1;1;0;1;1;3;4;0;0;13.88;14;28.68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.28;15.48;14.28;0;0;0;0;0.4;1.3;0.7;0;0;0;0;0;0;2.04;0.44;0.68;0;0;0;0;0;0;1;1;1;0;0;0;0
57;40;4;19;1;0;755;311;512;1;0;1;1;1;3;5;0;0;0;0;14.07;0;0;11.1;11.93;0;0;0;0;3.9;7.2;4.73;7.2;0;0;0;0;5.88;0;0;13.08;13.08;0;0;2.7;0;0;5.5;5.9;0;0;0;0;1.36;0;0;2.21;2.21;0;0;0;0;1;0;0;1;1
58;40;4;19;1;0;755;311;512;1;0;1;1;1;3;5;0;0;0;0;14.07;0;0;11.1;11.93;0;0;0;0;3.9;7.2;4.73;7.2;0;0;0;0;5.88;0;0;13.08;13.08;0;0;2.7;0;0;5.5;5.9;0;0;0;0;1.36;0;0;2.21;2.21;0;0;0;0;1;0;0;1;1
59;44;3;27;1;0;750;311;512;1;0;0;1;0;3;8;0;0;0;0;14.83;0;0;11.42;12.38;0;0;0;0;4.22;7.2;5.18;7.2;0;0;0;0;5.4;0;0;13.92;13.92;0;0;2.7;0;0;5.5;5.9;0;0;0;0;1.36;0;0;1.87;2.21;0;0;0;0;1;0;0;1;1
60;65;3;60;1;0;720;411;513;1;0;2;1;0;3;5;0;0;0;0;18.98;0;0;15.85;16.12;0;0;0;0;2.25;13.6;2.52;13.6;0;0;0;0;12;0;0;14.03;14.03;0;0;0.5;0;0;5.5;3.4;0;0;0;0;1.36;0;0;2.21;2.21;0;0;0;0;1;0;0;1;1
61;45;4;60;1;1;815;413;701;1;2;0;1;2;7;7;18.03;18.03;0;0;37.63;18.63;28.45;19.7;23.8;6.93;11.7;16.75;11.7;5.7;14;9.8;14;11.77;11.77;0;0;9.12;7.2;7.2;13.92;13.92;0;0;1.8;1.3;1.3;1.9;2;3.13;0.71;0;0;0.68;1.77;0.48;1.46;1.12;1;1;0;0;1;1;1;1;1
62;44;2;50;0;0;750;401;513;0;0;0;2;0;4;5;0;0;16;0;23.02;0;0;14;14.3;0;0;0;0;2.8;11.2;3.1;11.2;0;0;4.2;0;4.2;0;0;14.17;14.17;2.3;0;0.2;0;0;5.5;4;0;0;2.72;0;1.36;0;0;2.21;2.21;0;0;1;0;1;0;0;1;1
63;50;4;95;1;1;810;211;105;1;1;1;1;1;3;1;6.38;0;5;0;7.43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.57;0;5.17;0;0;0;0;2.3;0;0.2;0;0;0;0;0.58;0;2.72;0;1.36;0;0;0;0;1;0;1;0;1;0;0;0;0
64;44;5;60;1;0.5;745;506;701;0;1;1;2;2;6;5;0;15.3;14.73;0;28.93;0;17.62;11.1;15.7;0;0;7.22;10.4;9.9;1.2;5.3;10.4;0;11.77;8.17;0;8.17;0;7.2;7.68;14.63;0.5;0;0.6;0;1.3;1.8;2;0;0.37;2.04;0;0.68;0;0.48;1.12;1.12;0;1;1;0;1;0;1;1;1
65;44;5;60;1;0.5;745;506;701;0;1;1;2;2;6;5;0;15.3;14.73;0;28.93;0;17.62;11.1;15.7;0;0;7.22;10.4;9.9;1.2;5.3;10.4;0;11.77;8.17;0;8.17;0;7.2;7.68;14.63;0.5;0;0.6;0;1.3;1.8;2;0;0.37;2.04;0;0.68;0;0.48;1.12;1.12;0;1;1;0;1;0;1;1;1
66;44;4;60;1;0.5;740;411;701;1;1;2;1;2;8;8;16.17;16.17;22.87;0;31.05;17.78;19.32;18.2;18.9;3.78;14;5.32;14;4.2;14;13.8;5.1;11.77;11.77;7.92;0;7.92;7.2;7.2;7.43;7.43;0.8;0;0.9;1.3;1.3;2.08;2;2.72;0.51;2.04;0;0.68;1.43;0.44;1.46;1.12;1;1;1;0;1;1;1;1;1
67;50;3;55;0;0.5;800;411;512;1;1;1;1;2;8;2;16.53;16.53;17.62;0;20.1;17.02;40.77;16.18;17.02;4.32;12.7;28.07;12.7;3.48;12.7;4.32;12.7;5.4;0;11.17;0;9.37;6.97;5.77;12.72;12.72;1.3;0;0.5;3.2;3.2;4.5;3.4;3.81;1.39;2.72;0;1.36;1.84;0.85;2.21;2.21;1;1;1;0;1;1;1;1;1
68;44;5;120;1;0.66;750;513;701;1;2;3;1;3;8;6;22.87;22.87;17.53;0;32.88;18.62;23.63;18.52;23.12;8.22;10.4;13.23;10.4;4.52;14;19.52;3.6;3.37;3.37;2.17;0;2.17;2.17;2.17;2.17;2.17;0.5;0;1.6;1.3;1.3;1.8;2.5;2.89;0.58;2.04;0;0.68;2.72;0.48;1.46;1.12;1;1;1;0;1;1;1;1;1
69;44;3;75;0;0.5;745;512;701;0;1;1;2;2;8;8;21.18;21.18;16.62;0;31.25;17.77;20.18;17.7;21.9;6.07;11.7;8.48;11.7;3.7;14;18.3;3.6;3.37;3.37;3.12;0;3.12;2.17;2.17;3.12;3.12;0.5;0;0.9;1.3;1.3;1.8;2.1;2.69;0.48;2.04;0;0.68;1.94;0.48;1.46;1.12;1;1;1;0;1;1;1;1;1
70;42;4;60;0;1;810;306;112;0;1;0;1;1;4;2;0;5.78;6.13;6.4;11.23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.48;12.97;6.12;0;0;0;0;0.4;3.2;5;0;0;0;0;0;0.85;2.72;0.85;1.36;0;0;0;0;0;1;1;1;1;0;0;0;0
71;44;4;110;0;0;715;505;113;0;0;0;4;3;3;4;0;0;6.02;6.4;8.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.77;11.03;7.92;0;0;0;0;0.4;3.2;0.2;0;0;0;0;0;0;2.72;0.85;1.36;0;0;0;0;0;0;1;1;1;0;0;0;0
72;44;6;60;1;0.66;750;503;701;1;2;3;2;3;8;5;12.53;12.53;11.88;0;24.03;15.45;20.2;13.25;18.47;5.05;10.4;9.8;10.4;4.15;9.1;9.37;9.1;3.37;3.37;1.68;0;1.68;2.4;2.4;1.92;1.92;0.5;0;0.6;1.3;1.3;1.8;1.8;2.28;0.31;2.04;0;0.68;2.45;0.44;1.46;1.12;1;1;1;0;1;1;1;1;1
73;44;6;200;1;0.66;805;708;700;1;2;1;2;3;5;4;7.92;7.92;10.57;9.1;22.62;0;0;0;0;0;0;0;0;0;0;0;0;8.88;8.88;10.43;9.72;10.43;0;0;0;0;0.3;1.3;0.2;0;0;0;0;0.61;0.31;2.04;0.44;0.68;0;0;0;0;1;1;1;1;1;0;0;0;0
74;40;3;50;0;1;750;319;511;1;1;0;1;1;5;5;10.58;0;13.98;0;20.2;11.38;0;12.18;0;2.88;8.5;0;0;3.68;8.5;0;0;5.03;0;12.83;0;12.83;5.77;0;5.77;0;2.3;0;0.2;3.2;0;5.5;0;4.15;0;2.72;0;1.36;2.04;0;2.21;0;1;0;1;0;1;1;0;1;0
75;40;4;45;1;1;740;317;511;1;1;1;2;1;4;4;7.48;0;8.3;9.5;12.37;0;0;0;0;0;0;0;0;0;0;0;0;5.03;0;7.8;16.8;5.63;0;0;0;0;0.5;3.2;0.7;0;0;0;0;4.59;0;2.72;0.85;1.36;0;0;0;0;1;0;1;1;1;0;0;0;0
76;50;9;180;0;0.75;800;504;113;1;3;3;5;4;4;4;0;6.38;7.47;7.3;9.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.28;9.12;8.63;0;0;0;0;0.4;3.2;0.2;0;0;0;0;0;0.85;1.36;0.75;1.36;0;0;0;0;0;1;1;1;1;0;0;0;0
77;44;5;80;1;1;800;306;700;1;2;2;1;2;5;4;7.6;7.6;10.25;7.8;21.92;0;0;0;0;0;0;0;0;0;0;0;0;11.77;11.77;14.52;17.17;14.52;0;0;0;0;0.3;1.3;0.2;0;0;0;0;2.45;0.37;2.04;0.44;0.68;0;0;0;0;1;1;1;1;1;0;0;0;0
