ID;HTS;TAMHOGAR;INGFAM;SEXO;AUTLIC;HORA;ORIGEN;DESTINO;JEFEHOGAR;NUMAUTO;NUMEST;NUMTRAB;LICTOT;CANTALT;ELECCION;TV1;TV2;TV3;TV4;TV5;TV6;TV7;TV8;TV9;TV6A;TV6M;TV7A;TV7M;TV8T;TV8M;TV9B;TV9M;TC1;TC2;TC3;TC4;TC5;TC6;TC7;TC8;TC9;TE3;TE4;TE5;TE6;TE7;TE8;TE9;CT1;CT2;CT3;CT4;CT5;CT6;CT7;CT8;CT9;DISP1;DISP2;DISP3;DISP4;DISP5;DISP6;DISP7;DISP8;DISP9
99;45;4;30.00;0;0.00;830;308;511;0;0;1;2;1;3;5;0.00;0.00;0.00;0.00;10.48;0.00;0.00;8.10;10.40;0.00;0.00;0.00;0.00;1.70;6.40;5.00;5.40;0.00;0.00;0.00;0.00;11.03;0.00;0.00;8.17;8.63;0.00;0.00;0.20;0.00;0.00;5.50;11.00;0.00;0.00;0.00;0.00;1.36;0.00;0.00;2.21;2.21;0;0;0;0;1;0;0;1;1
100;45;7;210.00;0;1.00;800;411;511;1;1;5;2;1;6;2;0.00;15.50;14.32;0.00;18.38;0.00;31.13;15.00;15.63;0.00;0.00;19.23;11.90;3.10;11.90;3.73;11.90;0.00;0.00;6.48;0.00;6.48;0.00;4.08;7.68;7.68;1.30;0.00;0.50;0.00;3.20;4.50;3.40;0.00;1.80;3.40;0.00;1.36;0.00;0.88;2.21;1.87;0;1;1;0;1;0;1;1;1
101;45;8;100.00;1;1.00;745;500;120;0;1;1;2;1;2;4;0.00;0.00;0.00;11.90;16.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.97;3.60;0.00;0.00;0.00;0.00;0.00;3.20;0.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.85;1.36;0.00;0.00;0.00;0.00;0;0;0;1;1;0;0;0;0
102;44;5;160.00;0;1.00;740;411;511;0;2;0;2;2;7;6;12.95;13.48;10.32;0.00;17.75;16.45;42.47;16.00;0.00;4.55;11.90;30.57;11.90;4.10;11.90;0.00;0.00;2.63;0.00;6.23;0.00;3.83;5.52;4.08;8.28;0.00;0.60;0.00;1.30;3.20;3.20;3.80;0.00;4.18;1.67;2.72;0.00;1.36;1.12;0.78;1.77;0.00;1;1;1;0;1;1;1;1;0
103;45;2;140.00;1;0.50;815;405;31;1;1;0;2;2;4;4;0.00;9.50;12.07;9.10;19.72;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.17;6.00;19.43;6.23;0.00;0.00;0.00;0.00;0.80;1.30;0.90;0.00;0.00;0.00;0.00;0.00;0.31;2.04;0.44;0.68;0.00;0.00;0.00;0.00;0;1;1;1;1;0;0;0;0
104;44;5;6.00;1;0.00;820;212;119;1;0;3;1;0;2;5;0.00;0.00;3.98;0.00;4.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.88;0.00;4.08;0.00;0.00;0.00;0.00;0.40;0.00;0.90;0.00;0.00;0.00;0.00;0.00;0.00;2.72;0.00;1.36;0.00;0.00;0.00;0.00;0;0;1;0;1;0;0;0;0
105;55;4;70.00;0;1.00;820;502;120;1;1;0;3;1;3;4;0.00;10.72;0.00;9.50;12.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.37;3.72;0.00;0.00;0.00;0.00;0.00;3.20;0.20;0.00;0.00;0.00;0.00;0.00;1.26;0.00;0.85;1.36;0.00;0.00;0.00;0.00;0;1;0;1;1;0;0;0;0
106;40;4;100.00;1;1.00;750;500;115;1;1;2;1;1;4;4;15.47;0.00;12.83;12.70;16.87;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.40;0.00;10.08;11.17;4.68;0.00;0.00;0.00;0.00;0.60;3.20;0.50;0.00;0.00;0.00;0.00;3.67;0.00;2.72;0.85;1.36;0.00;0.00;0.00;0.00;1;0;1;1;1;0;0;0;0
107;44;5;50.00;0;0.00;740;407;511;0;0;2;2;0;3;5;0.00;0.00;0.00;0.00;21.35;0.00;0.00;17.57;18.03;0.00;0.00;0.00;0.00;6.97;10.60;7.43;10.60;0.00;0.00;0.00;0.00;8.88;0.00;0.00;10.32;10.32;0.00;0.00;1.30;0.00;0.00;3.80;4.50;0.00;0.00;0.00;0.00;1.36;0.00;0.00;1.87;2.21;0;0;0;0;1;0;0;1;1
108;44;3;78.50;1;0.00;745;126;701;1;0;1;3;1;5;5;0.00;14.85;19.28;0.00;23.98;0.00;33.88;0.00;22.02;0.00;0.00;19.88;14.00;0.00;0.00;8.02;14.00;0.00;0.00;12.72;0.00;9.83;0.00;5.52;0.00;7.68;1.50;0.00;4.60;0.00;1.30;0.00;5.50;0.00;0.75;2.04;0.00;0.78;0.00;0.44;0.00;1.12;0;1;1;0;1;0;1;0;1
109;45;4;50.00;1;0.50;700;414;512;1;1;2;1;2;8;5;15.62;15.17;13.47;0.00;19.08;18.82;39.07;16.88;18.77;6.12;12.70;26.37;12.70;4.18;12.70;6.07;12.70;5.40;0.00;13.43;0.00;11.28;4.32;3.12;12.72;12.72;1.30;0.00;0.70;3.20;3.20;4.50;3.50;5.10;1.97;2.72;0.00;1.36;2.38;0.88;2.21;2.21;1;1;1;0;1;1;1;1;1
110;44;6;17.00;1;0.00;600;520;701;1;0;4;5;0;4;5;0.00;0.00;16.88;0.00;24.88;0.00;0.00;23.97;32.13;0.00;0.00;0.00;0.00;9.97;14.00;27.03;5.10;0.00;0.00;2.77;0.00;3.00;0.00;0.00;6.37;6.37;0.50;0.00;1.60;0.00;0.00;1.80;2.60;0.00;0.00;2.04;0.00;0.68;0.00;0.00;1.46;1.12;0;0;1;0;1;0;0;1;1
111;44;4;100.00;0;1.00;800;411;701;0;1;2;2;1;6;5;0.00;18.48;22.48;0.00;32.12;0.00;18.65;18.20;19.50;0.00;0.00;4.65;14.00;4.20;14.00;5.50;14.00;0.00;6.60;1.68;0.00;1.68;0.00;5.52;5.28;5.28;0.80;0.00;0.90;0.00;1.30;2.08;4.30;0.00;0.82;1.70;0.00;0.68;0.00;0.48;1.29;1.12;0;1;1;0;1;0;1;1;1
112;45;4;25.60;1;0.00;705;400;512;1;0;2;1;0;4;5;0.00;0.00;8.57;0.00;15.20;0.00;0.00;13.23;15.28;0.00;0.00;0.00;0.00;2.93;10.30;4.98;10.30;0.00;0.00;4.43;0.00;3.23;0.00;0.00;3.72;3.72;0.60;0.00;0.80;0.00;0.00;3.80;3.80;0.00;0.00;2.72;0.00;1.36;0.00;0.00;2.21;2.21;0;0;1;0;1;0;0;1;1
113;50;3;70.00;1;1.00;800;113;700;1;1;0;1;1;6;1;13.65;0.00;19.03;0.00;32.88;18.77;0.00;19.00;22.00;3.67;15.10;0.00;0.00;3.90;15.10;6.90;15.10;0.60;0.00;6.12;0.00;6.12;5.17;0.00;6.37;6.37;0.60;0.00;1.60;1.30;0.00;1.90;2.10;1.16;0.00;1.70;0.00;0.68;1.36;0.00;1.63;1.12;1;0;1;0;1;1;0;1;1
114;55;4;50.00;1;0.00;820;418;511;1;0;0;1;0;4;8;0.00;0.00;15.55;0.00;19.08;0.00;0.00;14.52;14.92;0.00;0.00;0.00;0.00;3.92;10.60;4.32;10.60;0.00;0.00;11.28;0.00;1.68;0.00;0.00;2.88;2.88;2.30;0.00;1.10;0.00;0.00;5.50;4.10;0.00;0.00;2.72;0.00;1.36;0.00;0.00;2.04;2.21;0;0;1;0;1;0;0;1;1
115;44;3;90.00;1;0.66;815;410;701;1;2;1;2;3;8;9;19.23;19.23;21.82;0.00;32.13;18.70;28.50;17.62;19.52;4.70;14.00;14.50;14.00;3.62;14.00;5.52;14.00;3.00;3.00;5.17;0.00;5.17;5.52;5.52;8.77;8.77;0.80;0.00;0.90;1.30;1.30;2.08;4.30;1.36;0.68;1.70;0.00;0.68;1.43;0.44;1.29;1.05;1;1;1;0;1;1;1;1;1
116;50;4;30.00;0;1.00;800;404;512;0;1;2;2;1;5;7;0.00;0.00;10.53;0.00;15.72;0.00;28.08;15.08;14.18;0.00;0.00;16.68;11.40;2.38;12.70;2.78;11.40;0.00;0.00;6.23;0.00;4.08;0.00;3.12;4.32;4.32;0.60;0.00;0.70;0.00;3.20;3.80;3.40;0.00;0.00;2.72;0.00;1.36;0.00;0.85;2.21;2.21;0;0;1;0;1;0;1;1;1
117;44;5;110.00;0;0.50;800;328;701;0;1;0;3;2;5;9;0.00;0.00;19.10;0.00;28.73;0.00;24.35;14.97;15.93;0.00;0.00;10.35;14.00;0.97;14.00;1.93;14.00;0.00;0.00;6.37;0.00;6.37;0.00;5.52;7.57;7.57;0.80;0.00;0.90;0.00;1.30;2.08;1.70;0.00;0.00;2.04;0.00;0.68;0.00;0.44;1.46;1.12;0;0;1;0;1;0;1;1;1
118;45;5;75.00;1;0.50;810;306;512;0;1;2;2;2;7;1;5.68;5.95;6.18;0.00;9.02;8.33;14.92;0.00;7.32;1.13;7.20;7.72;7.20;0.00;0.00;2.42;4.90;7.20;0.00;5.28;0.00;3.12;4.32;3.12;0.00;4.57;0.40;0.00;0.70;3.20;3.20;0.00;3.60;3.13;0.92;2.72;0.00;1.36;1.70;0.85;0.00;2.21;1;1;1;0;1;1;1;0;1
119;44;5;33.00;1;0.00;755;316;701;1;0;0;3;2;4;5;0.00;0.00;16.10;0.00;34.62;0.00;0.00;16.00;19.60;0.00;0.00;0.00;0.00;2.00;14.00;5.60;14.00;0.00;0.00;6.60;0.00;6.60;0.00;0.00;10.20;5.17;0.40;0.00;0.70;0.00;0.00;1.70;5.50;0.00;0.00;2.04;0.00;0.61;0.00;0.00;1.29;1.05;0;0;1;0;1;0;0;1;1
120;44;6;120.00;0;1.00;800;135;701;0;2;3;2;2;4;6;13.22;13.22;0.00;0.00;0.00;17.62;23.88;0.00;0.00;5.92;11.70;12.18;11.70;0.00;0.00;0.00;0.00;9.23;9.23;0.00;0.00;0.00;5.52;5.52;0.00;0.00;0.00;0.00;0.00;1.30;1.30;0.00;0.00;1.22;0.61;0.00;0.00;0.00;1.56;0.48;0.00;0.00;1;1;0;0;0;1;1;0;0
121;45;2;33.00;1;0.00;700;405;512;1;0;1;1;0;4;5;0.00;0.00;13.17;0.00;18.37;0.00;0.00;17.28;16.55;0.00;0.00;0.00;0.00;4.58;12.70;5.15;11.40;0.00;0.00;8.40;0.00;8.40;0.00;0.00;3.72;3.72;2.30;0.00;0.20;0.00;0.00;5.50;4.10;0.00;0.00;2.72;0.00;1.36;0.00;0.00;2.21;2.21;0;0;1;0;1;0;0;1;1
122;48;3;35.00;1;0.00;700;403;512;1;0;0;1;0;4;5;0.00;0.00;8.87;0.00;15.88;0.00;0.00;15.20;15.60;0.00;0.00;0.00;0.00;2.50;12.70;4.20;11.40;0.00;0.00;4.80;0.00;3.60;0.00;0.00;10.08;10.08;0.60;0.00;1.30;0.00;0.00;3.80;4.20;0.00;0.00;2.72;0.00;1.36;0.00;0.00;2.21;2.21;0;0;1;0;1;0;0;1;1
123;48;4;30.00;1;1.00;700;316;512;1;1;2;1;1;5;5;11.62;0.00;0.00;0.00;14.43;12.38;0.00;13.48;14.28;4.28;8.10;0.00;0.00;5.38;8.10;6.18;8.10;5.40;0.00;0.00;0.00;5.63;4.32;0.00;6.12;6.12;0.00;0.00;1.10;3.20;0.00;5.50;5.00;3.77;0.00;0.00;0.00;1.36;1.84;0.00;2.21;2.21;1;0;0;0;1;1;0;1;1
124;50;6;300.00;1;1.00;820;504;115;1;2;2;2;2;5;4;10.20;9.60;7.37;8.10;10.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.40;0.00;10.92;6.83;6.37;0.00;0.00;0.00;0.00;0.40;3.20;0.20;0.00;0.00;0.00;0.00;3.13;1.02;2.72;0.85;1.36;0.00;0.00;0.00;0.00;1;1;1;1;1;0;0;0;0
125;25;5;170.00;0;1.00;900;104;700;0;2;3;2;2;4;1;10.25;0.00;6.82;10.20;14.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.17;0.00;9.72;14.52;8.22;0.00;0.00;0.00;0.00;0.60;1.30;2.50;0.00;0.00;0.00;0.00;3.43;0.00;2.04;0.44;0.68;0.00;0.00;0.00;0.00;1;0;1;1;1;0;0;0;0
126;60;5;70.00;1;0.50;745;403;512;1;1;2;2;2;8;5;13.10;12.47;10.20;0.00;13.87;15.92;24.48;15.65;16.25;3.22;12.70;11.78;12.70;2.95;12.70;4.85;11.40;5.40;0.00;6.72;0.00;6.97;4.32;3.12;7.92;7.92;0.60;0.00;0.70;3.20;3.20;3.80;4.20;3.74;1.33;2.72;0.00;1.70;2.11;0.88;2.21;2.21;1;1;1;0;1;1;1;1;1
127;52;6;190.00;1;1.00;745;116;700;1;2;4;1;2;7;1;15.93;15.93;0.00;0.00;36.58;20.58;27.35;15.83;24.77;5.48;15.10;12.25;15.10;13.53;2.30;14.57;10.20;0.60;0.60;0.00;0.00;5.77;6.37;6.37;6.00;6.00;0.00;0.00;3.30;1.30;1.30;2.08;4.60;1.33;0.68;0.00;0.00;0.68;1.50;0.48;2.48;1.12;1;1;0;0;1;1;1;1;1
128;44;5;80.00;0;1.00;800;318;511;0;1;1;3;1;4;3;0.00;0.00;8.30;0.00;14.17;0.00;0.00;9.80;10.17;0.00;0.00;0.00;0.00;1.30;8.50;1.67;8.50;0.00;0.00;6.23;0.00;7.43;0.00;0.00;8.52;8.52;0.50;0.00;1.10;0.00;0.00;3.70;3.40;0.00;0.00;1.36;0.00;1.36;0.00;0.00;2.21;2.21;0;0;1;0;1;0;0;1;1
129;45;2;32.00;0;0.00;730;518;33;1;0;1;1;0;2;3;0.00;0.00;21.13;0.00;39.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.40;0.00;5.40;0.00;0.00;0.00;0.00;0.50;0.00;4.30;0.00;0.00;0.00;0.00;0.00;0.00;1.70;0.00;0.68;0.00;0.00;0.00;0.00;0;0;1;0;1;0;0;0;0
130;44;6;47.00;1;0.50;800;314;113;1;1;2;2;2;4;4;9.32;9.32;0.00;7.30;10.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.40;0.00;0.00;9.37;2.63;0.00;0.00;0.00;0.00;0.00;3.20;0.20;0.00;0.00;0.00;0.00;3.13;1.05;0.00;0.85;1.36;0.00;0.00;0.00;0.00;1;1;0;1;1;0;0;0;0
131;50;3;20.00;1;0.00;700;402;511;1;0;2;1;0;3;5;0.00;0.00;0.00;0.00;16.13;0.00;0.00;14.30;16.18;0.00;0.00;0.00;0.00;5.80;8.50;6.68;9.50;0.00;0.00;0.00;0.00;3.23;0.00;0.00;9.23;9.72;0.00;0.00;4.50;0.00;0.00;3.80;4.00;0.00;0.00;0.00;0.00;1.36;0.00;0.00;2.21;2.21;0;0;0;0;1;0;0;1;1
132;48;5;115.00;0;0.50;740;712;33;0;1;3;2;2;3;4;0.00;0.00;14.23;15.10;28.78;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.80;5.17;7.80;0.00;0.00;0.00;0.00;0.40;1.30;0.70;0.00;0.00;0.00;0.00;0.00;0.00;2.04;0.44;0.68;0.00;0.00;0.00;0.00;0;0;1;1;1;0;0;0;0
133;45;5;40.00;1;0.00;700;411;511;1;0;1;2;0;3;5;0.00;0.00;0.00;0.00;17.13;0.00;0.00;15.00;15.63;0.00;0.00;0.00;0.00;3.10;11.90;3.73;11.90;0.00;0.00;0.00;0.00;11.63;0.00;0.00;12.72;12.72;0.00;0.00;0.50;0.00;0.00;3.80;3.40;0.00;0.00;0.00;0.00;1.36;0.00;0.00;2.21;2.21;0;0;0;0;1;0;0;1;1
134;45;3;85.00;0;0.50;730;417;700;1;1;0;1;2;8;6;16.28;16.28;19.10;0.00;27.13;18.47;22.35;15.80;16.10;4.47;14.00;8.35;14.00;9.50;6.30;9.80;6.30;1.43;1.43;7.92;0.00;9.12;6.37;5.40;8.52;8.52;0.80;0.00;0.90;1.30;1.30;2.08;2.00;1.12;0.41;1.70;0.00;0.68;1.02;0.44;2.14;1.12;1;1;1;0;1;1;1;1;1
135;40;3;34.00;0;0.00;735;410;511;1;0;1;1;0;3;5;0.00;0.00;12.08;0.00;22.18;0.00;0.00;18.13;0.00;0.00;0.00;0.00;0.00;6.23;11.90;0.00;0.00;0.00;0.00;5.88;0.00;3.83;0.00;0.00;4.92;0.00;0.60;0.00;3.80;0.00;0.00;3.80;0.00;0.00;0.00;2.72;0.00;1.36;0.00;0.00;2.21;0.00;0;0;1;0;1;0;0;1;0
136;45;6;180.00;1;0.33;745;314;700;0;1;3;2;3;7;4;16.62;0.00;16.67;15.10;35.35;17.18;0.00;16.72;18.82;2.08;15.10;0.00;0.00;1.62;15.10;3.72;15.10;2.40;0.00;9.37;23.52;9.37;6.37;0.00;9.97;9.97;0.40;1.30;0.70;1.30;0.00;1.70;1.50;4.08;0.00;2.04;0.44;0.68;0.85;0.00;1.29;1.12;1;0;1;1;1;1;0;1;1
137;50;3;275.00;0;1.00;900;322;700;1;2;2;1;2;6;1;19.77;0.00;17.77;0.00;31.80;21.05;0.00;20.30;22.80;5.95;15.10;0.00;0.00;5.20;15.10;7.70;15.10;1.80;0.00;9.72;0.00;9.72;6.37;0.00;10.32;10.32;1.00;0.00;0.50;1.30;0.00;2.30;1.60;1.63;0.00;2.04;0.00;0.68;1.60;0.00;1.46;1.12;1;0;1;0;1;1;0;1;1
138;40;10;60.00;0;0.00;745;419;513;1;0;0;2;0;3;5;0.00;0.00;0.00;0.00;32.17;0.00;0.00;17.78;18.37;0.00;0.00;0.00;0.00;4.18;13.60;4.77;13.60;0.00;0.00;0.00;0.00;3.72;0.00;0.00;13.68;13.68;0.00;0.00;0.30;0.00;0.00;5.50;3.80;0.00;0.00;0.00;0.00;1.36;0.00;0.00;2.21;2.21;0;0;0;0;1;0;0;1;1
139;45;1;30.00;0;1.00;750;704;33;1;1;0;1;1;3;5;0.00;0.00;7.10;4.68;12.53;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.92;13.43;9.72;0.00;0.00;0.00;0.00;0.20;1.30;0.10;0.00;0.00;0.00;0.00;0.00;0.00;2.04;0.44;0.68;0.00;0.00;0.00;0.00;0;0;1;1;1;0;0;0;0
140;45;2;32.00;0;1.00;758;709;33;1;3;0;1;1;3;4;12.58;0.00;0.00;11.50;26.57;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.80;0.00;0.00;8.77;8.40;0.00;0.00;0.00;0.00;0.00;1.30;0.30;0.00;0.00;0.00;0.00;2.14;0.00;0.00;0.44;0.68;0.00;0.00;0.00;0.00;1;0;0;1;1;0;0;0;0
141;44;3;85.00;0;0.00;750;318;511;0;0;0;2;1;3;5;0.00;0.00;0.00;0.00;14.67;0.00;0.00;10.22;10.77;0.00;0.00;0.00;0.00;1.72;8.50;2.27;8.50;0.00;0.00;0.00;0.00;7.20;0.00;0.00;4.08;4.08;0.00;0.00;0.20;0.00;0.00;5.50;3.40;0.00;0.00;0.00;0.00;1.36;0.00;0.00;2.21;2.21;0;0;0;0;1;0;0;1;1
142;48;2;120.00;1;1.00;830;710;33;1;2;1;1;2;4;4;14.17;0.00;11.50;12.80;25.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.97;0.00;5.40;7.57;5.40;0.00;0.00;0.00;0.00;0.40;1.30;0.70;0.00;0.00;0.00;0.00;0.88;0.00;2.04;0.44;0.68;0.00;0.00;0.00;0.00;1;0;1;1;1;0;0;0;0
143;48;2;60.00;1;0.50;805;709;33;1;1;0;1;2;3;4;0.00;0.00;12.87;11.50;26.57;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.52;5.77;5.52;0.00;0.00;0.00;0.00;0.40;1.30;0.30;0.00;0.00;0.00;0.00;0.00;0.00;2.04;0.44;0.68;0.00;0.00;0.00;0.00;0;0;1;1;1;0;0;0;0
144;48;2;150.00;0;1.00;740;328;700;0;1;0;2;1;6;3;0.00;16.77;19.52;0.00;27.78;0.00;31.12;16.48;17.68;0.00;0.00;16.02;15.10;1.38;15.10;2.58;15.10;0.00;2.40;7.92;0.00;7.92;0.00;5.40;9.23;9.23;0.80;0.00;0.90;0.00;1.30;2.08;1.70;0.00;0.48;2.04;0.00;0.68;0.00;0.44;1.46;1.12;0;1;1;0;1;0;1;1;1
145;45;4;85.00;0;0.50;800;403;512;1;1;1;2;2;6;5;12.83;0.00;10.28;0.00;17.38;13.22;0.00;15.20;15.60;1.82;11.40;0.00;0.00;2.50;12.70;4.20;11.40;5.40;0.00;6.83;0.00;1.32;3.12;0.00;4.92;4.92;0.60;0.00;0.70;3.20;0.00;3.80;4.20;3.77;0.00;2.72;0.00;1.36;1.77;0.00;2.21;2.21;1;0;1;0;1;1;0;1;1
146;45;2;39.00;0;0.00;700;414;512;1;0;0;1;0;3;5;0.00;0.00;0.00;0.00;25.48;0.00;0.00;21.38;25.32;0.00;0.00;0.00;0.00;8.68;12.70;12.62;12.70;0.00;0.00;0.00;0.00;6.00;0.00;0.00;9.37;9.37;0.00;0.00;0.70;0.00;0.00;3.80;3.50;0.00;0.00;0.00;0.00;1.36;0.00;0.00;2.21;2.21;0;0;0;0;1;0;0;1;1
147;50;6;80.00;1;0.50;820;213;512;1;1;3;2;2;6;5;3.52;4.38;0.00;0.00;3.93;5.45;9.17;0.00;6.75;1.75;3.70;5.47;3.70;0.00;0.00;3.05;3.70;7.20;0.00;0.00;0.00;5.63;4.32;3.12;0.00;3.23;0.00;0.00;0.10;3.20;3.20;0.00;3.70;1.94;0.37;0.00;0.00;1.36;1.80;0.85;0.00;2.21;1;1;0;0;1;1;1;0;1
148;48;2;300.00;0;1.00;830;315;701;0;2;0;2;2;8;2;13.88;15.37;13.33;0.00;27.80;17.42;31.73;16.00;18.90;3.42;14.00;17.73;14.00;2.00;14.00;4.90;14.00;3.37;0.60;11.77;0.00;12.00;2.03;2.03;12.23;12.23;0.40;0.00;0.70;1.30;1.30;1.70;1.50;5.20;0.58;1.70;0.00;0.68;1.36;0.44;1.46;1.12;1;1;1;0;1;1;1;1;1
149;65;4;45.00;1;0.00;800;405;512;1;0;2;1;0;4;5;0.00;0.00;16.57;0.00;19.97;0.00;0.00;17.28;16.55;0.00;0.00;0.00;0.00;4.58;12.70;5.15;11.40;0.00;0.00;10.32;0.00;5.17;0.00;0.00;5.63;5.63;2.30;0.00;1.10;0.00;0.00;5.50;4.10;0.00;0.00;3.40;0.00;1.36;0.00;0.00;2.21;2.21;0;0;1;0;1;0;0;1;1
150;40;4;13.00;0;0.00;750;316;512;1;0;1;1;0;3;5;0.00;0.00;0.00;0.00;17.42;0.00;0.00;13.00;13.60;0.00;0.00;0.00;0.00;4.90;8.10;5.50;8.10;0.00;0.00;0.00;0.00;8.17;0.00;0.00;3.60;3.60;0.00;0.00;4.50;0.00;0.00;3.60;5.00;0.00;0.00;0.00;0.00;1.36;0.00;0.00;2.21;2.21;0;0;0;0;1;0;0;1;1
151;40;5;40.00;0;0.50;815;502;113;1;1;2;2;2;4;4;13.17;13.17;0.00;11.40;14.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.40;0.00;0.00;10.57;7.43;0.00;0.00;0.00;0.00;0.00;3.20;0.20;0.00;0.00;0.00;0.00;3.64;1.29;0.00;0.85;1.36;0.00;0.00;0.00;0.00;1;1;0;1;1;0;0;0;0
152;40;5;120.00;1;0.25;810;306;115;0;1;2;2;4;5;4;7.62;7.62;7.27;6.50;11.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.40;0.00;8.28;18.37;6.23;0.00;0.00;0.00;0.00;0.40;2.00;0.70;0.00;0.00;0.00;0.00;2.75;0.88;2.72;0.44;1.36;0.00;0.00;0.00;0.00;1;1;1;1;1;0;0;0;0
153;45;8;60.00;0;0.00;740;314;113;0;0;1;5;0;2;4;0.00;0.00;0.00;8.50;11.53;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.17;2.70;0.00;0.00;0.00;0.00;0.00;3.20;0.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.85;1.36;0.00;0.00;0.00;0.00;0;0;0;1;1;0;0;0;0
154;50;4;35.00;1;0.00;745;402;511;1;0;2;1;0;3;5;0.00;0.00;0.00;0.00;19.95;0.00;0.00;14.83;16.67;0.00;0.00;0.00;0.00;5.33;9.50;7.17;9.50;0.00;0.00;0.00;0.00;7.68;0.00;0.00;8.77;8.77;0.00;0.00;2.00;0.00;0.00;5.50;4.00;0.00;0.00;0.00;0.00;1.36;0.00;0.00;2.21;2.21;0;0;0;0;1;0;0;1;1
155;48;1;12.00;1;0.00;730;403;511;1;0;0;1;1;4;5;0.00;0.00;10.10;0.00;13.72;0.00;0.00;15.28;16.08;0.00;0.00;0.00;0.00;3.38;11.90;5.48;10.60;0.00;0.00;7.43;0.00;10.80;0.00;0.00;8.28;8.28;0.60;0.00;0.70;0.00;0.00;3.80;4.20;0.00;0.00;3.40;0.00;1.70;0.00;0.00;2.21;2.21;0;0;1;0;1;0;0;1;1
156;44;2;120.00;1;1.00;800;504;113;1;1;0;1;1;3;1;9.20;0.00;0.00;7.30;10.37;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.40;0.00;0.00;9.00;6.48;0.00;0.00;0.00;0.00;0.00;3.20;0.20;0.00;0.00;0.00;0.00;2.35;0.00;0.00;0.85;1.36;0.00;0.00;0.00;0.00;1;0;0;1;1;0;0;0;0
157;40;4;180.00;1;1.00;830;505;701;0;3;1;1;3;5;5;14.23;14.23;12.97;0.00;23.02;16.10;0.00;0.00;0.00;5.70;10.40;0.00;0.00;0.00;0.00;0.00;0.00;4.57;4.57;5.40;0.00;5.40;7.20;0.00;0.00;0.00;0.50;0.00;0.60;1.30;0.00;0.00;0.00;0.85;0.44;1.70;0.00;0.68;1.46;0.00;0.00;0.00;1;1;1;0;1;1;0;0;0
158;45;7;150.00;1;0.80;820;330;701;0;4;1;4;5;5;7;14.18;14.18;11.93;0.00;0.00;13.20;26.18;0.00;0.00;1.50;11.70;14.48;11.70;0.00;0.00;0.00;0.00;0.60;0.60;12.48;0.00;0.00;7.20;7.20;0.00;0.00;0.40;0.00;0.00;1.30;1.30;0.00;0.00;1.09;0.54;2.04;0.00;0.00;0.85;0.44;0.00;0.00;1;1;1;0;0;1;1;0;0
159;48;3;190.00;0;1.00;820;522;700;0;2;0;2;2;8;6;21.37;21.37;23.68;0.00;39.22;20.92;23.83;24.03;28.20;5.82;15.10;8.73;15.10;8.93;15.10;13.10;15.10;0.72;0.72;0.97;0.00;2.88;5.17;5.17;1.32;3.12;0.50;0.00;1.60;1.30;1.30;1.80;2.60;2.48;0.88;1.70;0.00;0.68;2.86;0.48;1.46;1.05;1;1;1;0;1;1;1;1;1
